,file_path,dice_score,average_dice_score
0,/mnt/Enterprise/miccai_2023_CRIS/CRIS.pytorch/exp/clinicdb_polyp/CRIS_R50/predictions_renamed/0.png,0.82568359375,0.950948582852588
1,/mnt/Enterprise/miccai_2023_CRIS/CRIS.pytorch/exp/clinicdb_polyp/CRIS_R50/predictions_renamed/1.png,0.8059443831443787,0.950948582852588
2,/mnt/Enterprise/miccai_2023_CRIS/CRIS.pytorch/exp/clinicdb_polyp/CRIS_R50/predictions_renamed/10.png,0.9887333512306213,0.950948582852588
3,/mnt/Enterprise/miccai_2023_CRIS/CRIS.pytorch/exp/clinicdb_polyp/CRIS_R50/predictions_renamed/100.png,0.9932544827461243,0.950948582852588
4,/mnt/Enterprise/miccai_2023_CRIS/CRIS.pytorch/exp/clinicdb_polyp/CRIS_R50/predictions_renamed/101.png,0.8972348570823669,0.950948582852588
5,/mnt/Enterprise/miccai_2023_CRIS/CRIS.pytorch/exp/clinicdb_polyp/CRIS_R50/predictions_renamed/102.png,0.8716362714767456,0.950948582852588
6,/mnt/Enterprise/miccai_2023_CRIS/CRIS.pytorch/exp/clinicdb_polyp/CRIS_R50/predictions_renamed/103.png,0.9120913147926331,0.950948582852588
7,/mnt/Enterprise/miccai_2023_CRIS/CRIS.pytorch/exp/clinicdb_polyp/CRIS_R50/predictions_renamed/104.png,0.8360459804534912,0.950948582852588
8,/mnt/Enterprise/miccai_2023_CRIS/CRIS.pytorch/exp/clinicdb_polyp/CRIS_R50/predictions_renamed/105.png,0.7294288873672485,0.950948582852588
9,/mnt/Enterprise/miccai_2023_CRIS/CRIS.pytorch/exp/clinicdb_polyp/CRIS_R50/predictions_renamed/106.png,0.8088469505310059,0.950948582852588
10,/mnt/Enterprise/miccai_2023_CRIS/CRIS.pytorch/exp/clinicdb_polyp/CRIS_R50/predictions_renamed/107.png,0.9299678206443787,0.950948582852588
11,/mnt/Enterprise/miccai_2023_CRIS/CRIS.pytorch/exp/clinicdb_polyp/CRIS_R50/predictions_renamed/108.png,0.9376627802848816,0.950948582852588
12,/mnt/Enterprise/miccai_2023_CRIS/CRIS.pytorch/exp/clinicdb_polyp/CRIS_R50/predictions_renamed/109.png,0.9540925025939941,0.950948582852588
13,/mnt/Enterprise/miccai_2023_CRIS/CRIS.pytorch/exp/clinicdb_polyp/CRIS_R50/predictions_renamed/11.png,0.9915003180503845,0.950948582852588
14,/mnt/Enterprise/miccai_2023_CRIS/CRIS.pytorch/exp/clinicdb_polyp/CRIS_R50/predictions_renamed/110.png,0.9829372763633728,0.950948582852588
15,/mnt/Enterprise/miccai_2023_CRIS/CRIS.pytorch/exp/clinicdb_polyp/CRIS_R50/predictions_renamed/111.png,0.9818612337112427,0.950948582852588
16,/mnt/Enterprise/miccai_2023_CRIS/CRIS.pytorch/exp/clinicdb_polyp/CRIS_R50/predictions_renamed/112.png,0.9906684160232544,0.950948582852588
17,/mnt/Enterprise/miccai_2023_CRIS/CRIS.pytorch/exp/clinicdb_polyp/CRIS_R50/predictions_renamed/113.png,0.9307454228401184,0.950948582852588
18,/mnt/Enterprise/miccai_2023_CRIS/CRIS.pytorch/exp/clinicdb_polyp/CRIS_R50/predictions_renamed/114.png,0.9857765436172485,0.950948582852588
19,/mnt/Enterprise/miccai_2023_CRIS/CRIS.pytorch/exp/clinicdb_polyp/CRIS_R50/predictions_renamed/115.png,0.9859845042228699,0.950948582852588
20,/mnt/Enterprise/miccai_2023_CRIS/CRIS.pytorch/exp/clinicdb_polyp/CRIS_R50/predictions_renamed/116.png,0.9788321256637573,0.950948582852588
21,/mnt/Enterprise/miccai_2023_CRIS/CRIS.pytorch/exp/clinicdb_polyp/CRIS_R50/predictions_renamed/117.png,0.9498788118362427,0.950948582852588
22,/mnt/Enterprise/miccai_2023_CRIS/CRIS.pytorch/exp/clinicdb_polyp/CRIS_R50/predictions_renamed/118.png,0.9900625944137573,0.950948582852588
23,/mnt/Enterprise/miccai_2023_CRIS/CRIS.pytorch/exp/clinicdb_polyp/CRIS_R50/predictions_renamed/119.png,0.9499149918556213,0.950948582852588
24,/mnt/Enterprise/miccai_2023_CRIS/CRIS.pytorch/exp/clinicdb_polyp/CRIS_R50/predictions_renamed/12.png,0.9929561018943787,0.950948582852588
25,/mnt/Enterprise/miccai_2023_CRIS/CRIS.pytorch/exp/clinicdb_polyp/CRIS_R50/predictions_renamed/120.png,0.9536223411560059,0.950948582852588
26,/mnt/Enterprise/miccai_2023_CRIS/CRIS.pytorch/exp/clinicdb_polyp/CRIS_R50/predictions_renamed/121.png,0.974365234375,0.950948582852588
27,/mnt/Enterprise/miccai_2023_CRIS/CRIS.pytorch/exp/clinicdb_polyp/CRIS_R50/predictions_renamed/122.png,0.9649341702461243,0.950948582852588
28,/mnt/Enterprise/miccai_2023_CRIS/CRIS.pytorch/exp/clinicdb_polyp/CRIS_R50/predictions_renamed/123.png,0.9631257057189941,0.950948582852588
29,/mnt/Enterprise/miccai_2023_CRIS/CRIS.pytorch/exp/clinicdb_polyp/CRIS_R50/predictions_renamed/124.png,0.8365704417228699,0.950948582852588
30,/mnt/Enterprise/miccai_2023_CRIS/CRIS.pytorch/exp/clinicdb_polyp/CRIS_R50/predictions_renamed/125.png,0.9570945501327515,0.950948582852588
31,/mnt/Enterprise/miccai_2023_CRIS/CRIS.pytorch/exp/clinicdb_polyp/CRIS_R50/predictions_renamed/126.png,0.9790491461753845,0.950948582852588
32,/mnt/Enterprise/miccai_2023_CRIS/CRIS.pytorch/exp/clinicdb_polyp/CRIS_R50/predictions_renamed/127.png,0.971923828125,0.950948582852588
33,/mnt/Enterprise/miccai_2023_CRIS/CRIS.pytorch/exp/clinicdb_polyp/CRIS_R50/predictions_renamed/128.png,0.9911114573478699,0.950948582852588
34,/mnt/Enterprise/miccai_2023_CRIS/CRIS.pytorch/exp/clinicdb_polyp/CRIS_R50/predictions_renamed/129.png,0.9822319746017456,0.950948582852588
35,/mnt/Enterprise/miccai_2023_CRIS/CRIS.pytorch/exp/clinicdb_polyp/CRIS_R50/predictions_renamed/13.png,0.9579173922538757,0.950948582852588
36,/mnt/Enterprise/miccai_2023_CRIS/CRIS.pytorch/exp/clinicdb_polyp/CRIS_R50/predictions_renamed/130.png,0.9825936555862427,0.950948582852588
37,/mnt/Enterprise/miccai_2023_CRIS/CRIS.pytorch/exp/clinicdb_polyp/CRIS_R50/predictions_renamed/131.png,0.9922055602073669,0.950948582852588
38,/mnt/Enterprise/miccai_2023_CRIS/CRIS.pytorch/exp/clinicdb_polyp/CRIS_R50/predictions_renamed/132.png,0.9469039440155029,0.950948582852588
39,/mnt/Enterprise/miccai_2023_CRIS/CRIS.pytorch/exp/clinicdb_polyp/CRIS_R50/predictions_renamed/133.png,0.9806586503982544,0.950948582852588
40,/mnt/Enterprise/miccai_2023_CRIS/CRIS.pytorch/exp/clinicdb_polyp/CRIS_R50/predictions_renamed/134.png,0.9877116084098816,0.950948582852588
41,/mnt/Enterprise/miccai_2023_CRIS/CRIS.pytorch/exp/clinicdb_polyp/CRIS_R50/predictions_renamed/135.png,0.9125162959098816,0.950948582852588
42,/mnt/Enterprise/miccai_2023_CRIS/CRIS.pytorch/exp/clinicdb_polyp/CRIS_R50/predictions_renamed/136.png,0.99072265625,0.950948582852588
43,/mnt/Enterprise/miccai_2023_CRIS/CRIS.pytorch/exp/clinicdb_polyp/CRIS_R50/predictions_renamed/137.png,0.9926938414573669,0.950948582852588
44,/mnt/Enterprise/miccai_2023_CRIS/CRIS.pytorch/exp/clinicdb_polyp/CRIS_R50/predictions_renamed/138.png,0.7969202399253845,0.950948582852588
45,/mnt/Enterprise/miccai_2023_CRIS/CRIS.pytorch/exp/clinicdb_polyp/CRIS_R50/predictions_renamed/139.png,0.9115487337112427,0.950948582852588
46,/mnt/Enterprise/miccai_2023_CRIS/CRIS.pytorch/exp/clinicdb_polyp/CRIS_R50/predictions_renamed/14.png,0.9886971712112427,0.950948582852588
47,/mnt/Enterprise/miccai_2023_CRIS/CRIS.pytorch/exp/clinicdb_polyp/CRIS_R50/predictions_renamed/140.png,0.9856409430503845,0.950948582852588
48,/mnt/Enterprise/miccai_2023_CRIS/CRIS.pytorch/exp/clinicdb_polyp/CRIS_R50/predictions_renamed/141.png,0.9913104176521301,0.950948582852588
49,/mnt/Enterprise/miccai_2023_CRIS/CRIS.pytorch/exp/clinicdb_polyp/CRIS_R50/predictions_renamed/142.png,0.9899721741676331,0.950948582852588
50,/mnt/Enterprise/miccai_2023_CRIS/CRIS.pytorch/exp/clinicdb_polyp/CRIS_R50/predictions_renamed/143.png,0.8095431923866272,0.950948582852588
51,/mnt/Enterprise/miccai_2023_CRIS/CRIS.pytorch/exp/clinicdb_polyp/CRIS_R50/predictions_renamed/144.png,0.9870153069496155,0.950948582852588
52,/mnt/Enterprise/miccai_2023_CRIS/CRIS.pytorch/exp/clinicdb_polyp/CRIS_R50/predictions_renamed/145.png,0.9841399192810059,0.950948582852588
53,/mnt/Enterprise/miccai_2023_CRIS/CRIS.pytorch/exp/clinicdb_polyp/CRIS_R50/predictions_renamed/146.png,0.8594021201133728,0.950948582852588
54,/mnt/Enterprise/miccai_2023_CRIS/CRIS.pytorch/exp/clinicdb_polyp/CRIS_R50/predictions_renamed/147.png,0.8696560263633728,0.950948582852588
55,/mnt/Enterprise/miccai_2023_CRIS/CRIS.pytorch/exp/clinicdb_polyp/CRIS_R50/predictions_renamed/148.png,0.8286404013633728,0.950948582852588
56,/mnt/Enterprise/miccai_2023_CRIS/CRIS.pytorch/exp/clinicdb_polyp/CRIS_R50/predictions_renamed/149.png,0.9819155335426331,0.950948582852588
57,/mnt/Enterprise/miccai_2023_CRIS/CRIS.pytorch/exp/clinicdb_polyp/CRIS_R50/predictions_renamed/15.png,0.8529188632965088,0.950948582852588
58,/mnt/Enterprise/miccai_2023_CRIS/CRIS.pytorch/exp/clinicdb_polyp/CRIS_R50/predictions_renamed/150.png,0.9907407164573669,0.950948582852588
59,/mnt/Enterprise/miccai_2023_CRIS/CRIS.pytorch/exp/clinicdb_polyp/CRIS_R50/predictions_renamed/151.png,0.9571036100387573,0.950948582852588
